Temperature,Vibration,Pressure,RPM,Operating_Hours,Flow_Rate,Failure,Fault_Type
59.39957433737233,3.2134778688720798,9.378050794846766,1418.7128218418945,2895.7485099478945,116.31547176192353,0,Normal
57.71347615507232,2.754074999098234,8.76521173198762,1434.0664550924498,3531.3667724119737,133.0051834930166,0,Normal
64.28726381069296,2.5708486599392737,8.484242470409765,1455.910677978659,539.4590482897801,112.51884001289065,0,Normal
67.8281645094336,2.663510794137756,9.015219392818395,1501.6587555626145,5611.012092616818,122.4560244800429,0,Normal
74.49422982191712,4.884023666282944,7.391982498555004,1122.1292104892284,9385.940260847534,85.19163529077366,1,Shaft Misalignment
69.26234321716476,1.7624898413197503,9.226058849591281,1450.5659705986304,1382.348045149357,115.94717753379348,0,Normal
67.00000002806783,3.8732743965281733,7.618381650548257,1481.2810955029652,2957.2019045157685,112.70706158276877,0,Normal
64.72824362799899,1.9497831827555256,7.719879011223141,1524.1864853543834,2621.9300077137696,113.8293908675411,0,Normal
71.7744646576092,2.1097156003244697,9.12491054852684,1429.9242354000933,577.8614815560682,115.64301288529361,0,Normal
67.88916144319963,3.150064782008731,8.594823698505994,1368.5808228579529,3391.3901743867336,127.47449390136617,0,Normal
87.2408437028281,8.274914554913988,8.20039475615732,1558.2669383192274,9267.602378739533,119.95024519636156,1,Bearing Failure
81.08802932632938,6.12316232050344,8.779224805310495,1125.344621969994,6049.61421441781,111.09829077663493,1,Shaft Misalignment
59.8133564311514,3.206187618129092,8.211605018268374,1461.8169650800305,596.3960558061011,121.48573351495172,0,Normal
71.37341924839743,1.8186184571453026,8.754647661821004,1425.357151386547,1952.1815420425628,117.736189784154,0,Normal
64.49403241366191,3.0489629349261422,7.847834125544016,1425.8234836501188,2368.201511024031,121.67719506777802,0,Normal
58.45939211513757,2.047733524865433,9.276639593846246,1452.1405861031867,5800.368102171804,127.44068643833093,0,Normal
60.17392961624726,2.643242755174814,7.863081337432898,1450.5877638217746,6529.648944735957,123.08933198398711,0,Normal
67.2527297284695,2.2793757495780587,8.199775429986703,1447.7804558253108,2173.086864022504,117.84516946661365,0,Normal
54.14919530719922,1.9267588809360685,8.17491386395692,1396.9518884254524,1221.801517397339,120.53976020205778,0,Normal
71.90602061472104,7.038211605492258,7.041375357740759,1800.0,9472.79013863586,97.25730077595945,1,Shaft Misalignment
69.41493102730895,2.8099342268799012,8.728757450922519,1485.51643545007,6701.102726774716,126.95038670644439,0,Normal
64.21219022223111,2.645060133930586,8.636659822255963,1513.5032365136947,2371.290031618881,115.39531636923766,0,Normal
81.93843939293983,6.020475005368216,9.140522962209129,1224.3949409466857,5018.407749789114,89.17075837282547,1,Shaft Misalignment
65.51560917054029,1.4616963348285457,8.876846949777006,1455.1797461158437,4694.746551128951,125.67528784469285,0,Normal
60.346031881533655,2.135892537223909,8.279799334631369,1420.4012864040435,3776.542464776659,113.49932357840683,0,Normal
87.41943938087866,8.510839735020314,10.470338631299338,1375.330813006668,7005.720608749853,109.4982721372651,1,Bearing Failure
65.52986139129784,2.4507819596341545,9.140327780441131,1482.2120792289616,4540.79947955663,109.5590881064158,0,Normal
70.45902669537323,2.45786778308943,7.238861041256024,1443.9213047073586,2729.282378050508,128.48115054937017,0,Normal
74.53219181906378,5.331351125981504,6.525697587571058,1459.1983859580118,3726.771102434527,63.66360491245273,1,Cavitation
70.8408420072705,2.723364766023124,7.679882066668265,1428.087390530936,2222.7269679135584,101.19635317900511,0,Normal
60.71862293329421,5.71050991956638,6.259593076838477,1397.0329656362587,3758.9457559215252,77.85074564977899,1,Cavitation
78.8661999333288,5.84216249015974,5.95414603181941,1419.9807153564448,8362.64512657167,79.11722951652281,1,Cavitation
75.36026955450781,2.1729211917553735,8.028560220563422,1456.2589293640317,870.8794939318757,108.07819059471832,0,Normal
59.08825414546954,2.929156920220243,8.980512904287368,1404.3198185874792,3998.894149035148,114.40952165289069,0,Normal
80.54420709535853,6.80633201905893,6.099635835436375,1484.0088040031637,5637.969194223543,86.45962511547354,1,Cavitation
87.15181975244755,8.032813132323419,8.691667188503681,1163.5982347590564,4687.673885847424,112.9843682788365,1,Shaft Misalignment
58.51871865961882,2.5726695160183946,8.716213640417793,1469.516323594315,3961.4452539172735,113.85817828949442,0,Normal
65.36651014676592,3.1598200227821933,8.645811125331592,1455.4216525460977,3544.551842611819,114.40629722004705,0,Normal
81.90387377020284,7.761106278944512,8.250990493857733,1174.872683466927,4802.6606097574395,107.12852267162684,1,Shaft Misalignment
54.78230823051882,2.1816517866116745,8.472829579481676,1416.8743944954842,6138.331415086933,114.46750877844981,0,Normal
89.61077139920039,7.525755350923263,7.670300405472916,1467.6487530333463,6254.835883353253,112.73261221420144,1,Bearing Failure
90.11091753927617,7.813843031904567,9.328520086378928,1427.1249430195778,9516.790540958877,103.1583448219502,1,Bearing Failure
66.15921046067425,3.187618086485239,8.111314257577046,1512.3515673798759,3389.7277569512853,107.75630872205298,0,Normal
92.5612809779807,8.437066875102031,7.587636844228019,1422.0582855928699,8908.074108056535,87.11934504961967,1,Bearing Failure
98.09988745556518,7.8927683630511245,7.238575927252432,1442.566458205888,8657.377165858858,101.66522749906461,1,Bearing Failure
88.69520067640653,6.723942613157184,8.083674591213432,1413.5711974763644,9013.994150344806,103.58951553815888,1,Bearing Failure
73.30389854327287,6.530322881436889,7.071448222871817,1481.8184427389924,3095.209484194904,71.25761913753144,1,Cavitation
71.8007064118649,7.929611094094432,7.825450393610616,1188.186781004043,8881.463867350729,101.44628238469801,1,Shaft Misalignment
65.96392038862149,2.8169729994848005,8.351178732001753,1446.8604150249464,1539.6055113571663,119.60898213184325,0,Normal
